"Orthogroup"	"human"	"mouse"	"monkey"
"h_OG0001370"	"ENSG00000153347"	"ENSMUSG00000109228"	"ENSMMUG00000010632"
"h_OG0001371"	"ENSG00000156282"	"ENSMUSG00000055811"	"ENSMMUG00000011320"
"h_OG0001372"	"ENSG00000130300"	"ENSMUSG00000034845"	"ENSMMUG00000002413"
"h_OG0001373"	"ENSG00000144550"	"ENSMUSG00000030270"	"ENSMMUG00000006115"
"h_OG0001374"	"ENSG00000271824"	"ENSMUSG00000110086"	"ENSMMUG00000000341"
"h_OG0001375"	"ENSG00000064961"	"ENSMUSG00000020232"	"ENSMMUG00000018096"
"h_OG0001376"	"ENSG00000187997"	"ENSMUSG00000025573"	"ENSMMUG00000021863"
"h_OG0001377"	"ENSG00000134851"	"ENSMUSG00000029234"	"ENSMMUG00000001918"
"h_OG0001378"	"ENSG00000165887"	"ENSMUSG00000025172"	"ENSMMUG00000020032"
"h_OG0001379"	"ENSG00000073598"	"ENSMUSG00000018844"	"ENSMMUG00000000744"
"h_OG0001380"	"ENSG00000070748"	"ENSMUSG00000021919"	"ENSMMUG00000004692"
"h_OG0001381"	"ENSG00000159884"	"ENSMUSG00000028461"	"ENSMMUG00000016327"
"h_OG0001382"	"ENSG00000182256"	"ENSMUSG00000055026"	"ENSMMUG00000023555"
"h_OG0001383"	"ENSG00000145332"	"ENSMUSG00000029312"	"ENSMMUG00000014080"
"h_OG0001384"	"ENSG00000073536"	"ENSMUSG00000020692"	"ENSMMUG00000000751"
"h_OG0001385"	"ENSG00000166946"	"ENSMUSG00000023572"	"ENSMMUG00000022253"
"h_OG0001386"	"ENSG00000177663"	"ENSMUSG00000002897"	"ENSMMUG00000022222"
"h_OG0001387"	"ENSG00000069018"	"ENSMUSG00000021541"	"ENSMMUG00000000342"
"h_OG0001388"	"ENSG00000165084"	"ENSMUSG00000057715"	"ENSMMUG00000004573"
"h_OG0001389"	"ENSG00000140557"	"ENSMUSG00000025789"	"ENSMMUG00000013814"
"h_OG0001390"	"ENSG00000167315"	"ENSMUSG00000036880"	"ENSMMUG00000003040"
"h_OG0001391"	"ENSG00000041515"	"ENSMUSG00000039057"	"ENSMMUG00000021231"
"h_OG0001392"	"ENSG00000162300"	"ENSMUSG00000024792"	"ENSMMUG00000018768"
"h_OG0001393"	"ENSG00000187051"	"ENSMUSG00000051518"	"ENSMMUG00000045296"
"h_OG0001394"	"ENSG00000135604"	"ENSMUSG00000039232"	"ENSMMUG00000019443"
"h_OG0001395"	"ENSG00000153814"	"ENSMUSG00000063568"	"ENSMMUG00000042360"
"h_OG0001396"	"ENSG00000162438"	"ENSMUSG00000062478"	"ENSMMUG00000002188"
"h_OG0001397"	"ENSG00000183307"	"ENSMUSG00000094626"	"ENSMMUG00000022223"
"h_OG0001398"	"ENSG00000153498"	"ENSMUSG00000010435"	"ENSMMUG00000013615"
"h_OG0001399"	"ENSG00000155252"	"ENSMUSG00000025178"	"ENSMMUG00000020033"
"h_OG0001400"	"ENSG00000121766"	"ENSMUSG00000028772"	"ENSMMUG00000012156"
"h_OG0001401"	"ENSG00000149823"	"ENSMUSG00000024797"	"ENSMMUG00000018772"
"h_OG0001402"	"ENSG00000131389"	"ENSMUSG00000030096"	"ENSMMUG00000006340"
"h_OG0001403"	"ENSG00000148926"	"ENSMUSG00000030790"	"ENSMMUG00000016387"
"h_OG0001404"	"ENSG00000171160"	"ENSMUSG00000049670"	"ENSMMUG00000020034"
"h_OG0001405"	"ENSG00000119912"	"ENSMUSG00000056999"	"ENSMMUG00000023267"
"h_OG0001406"	"ENSG00000241973"	"ENSMUSG00000041720"	"ENSMMUG00000022167"
"h_OG0001407"	"ENSG00000204469"	"ENSMUSG00000024393"	"ENSMMUG00000005297"
"h_OG0001408"	"ENSG00000080608"	"ENSMUSG00000041360"	"ENSMMUG00000002362"
"h_OG0001409"	"ENSG00000204179"	"ENSMUSG00000021940"	"ENSMMUG00000010209"
"h_OG0001410"	"ENSG00000109471"	"ENSMUSG00000027720"	"ENSMMUG00000021093"
"h_OG0001411"	"ENSG00000082213"	"ENSMUSG00000022195"	"ENSMMUG00000012200"
"h_OG0001412"	"ENSG00000067992"	"ENSMUSG00000035232"	"ENSMMUG00000012819"
"h_OG0001413"	"ENSG00000156284"	"ENSMUSG00000050520"	"ENSMMUG00000014974"
"h_OG0001414"	"ENSG00000082293"	"ENSMUSG00000026141"	"ENSMMUG00000005574"
"h_OG0001415"	"ENSG00000132953"	"ENSMUSG00000021952"	"ENSMMUG00000013371"
"h_OG0001416"	"ENSG00000187066"	"ENSMUSG00000047733"	"ENSMMUG00000038756"
"h_OG0001417"	"ENSG00000225697"	"ENSMUSG00000023259"	"ENSMMUG00000031754"
"h_OG0001418"	"ENSG00000168263"	"ENSMUSG00000047298"	"ENSMMUG00000015105"
"h_OG0001419"	"ENSG00000198520"	"ENSMUSG00000060268"	"ENSMMUG00000013341"
"h_OG0001420"	"ENSG00000138684"	"ENSMUSG00000027718"	"ENSMMUG00000003346"
"h_OG0001421"	"ENSG00000127585"	"ENSMUSG00000025738"	"ENSMMUG00000016906"
"h_OG0001422"	"ENSG00000187980"	"ENSMUSG00000028750"	"ENSMMUG00000004136"
"h_OG0001423"	"ENSG00000146233"	"ENSMUSG00000023963"	"ENSMMUG00000019246"
"h_OG0001424"	"ENSG00000162543"	"ENSMUSG00000043621"	"ENSMMUG00000038517"
"h_OG0001425"	"ENSG00000144596"	"ENSMUSG00000030098"	"ENSMMUG00000006342"
"h_OG0001426"	"ENSG00000131238"	"ENSMUSG00000028657"	"ENSMMUG00000009189"
"h_OG0001427"	"ENSG00000146469"	"ENSMUSG00000019772"	"ENSMMUG00000019074"
"h_OG0001428"	"ENSG00000167741"	"ENSMUSG00000040471"	"ENSMMUG00000022968"
"h_OG0001429"	"ENSG00000127580"	"ENSMUSG00000025737"	"ENSMMUG00000001986"
"h_OG0001430"	"ENSG00000129534"	"ENSMUSG00000047534"	"ENSMMUG00000016515"
"h_OG0001431"	"ENSG00000133121"	"ENSMUSG00000016128"	"ENSMMUG00000017052"
"h_OG0001432"	"ENSG00000175662"	"ENSMUSG00000000538"	"ENSMMUG00000003349"
"h_OG0001433"	"ENSG00000198759"	"ENSMUSG00000000402"	"ENSMMUG00000022615"
"h_OG0001434"	"ENSG00000181472"	"ENSMUSG00000075327"	"ENSMMUG00000029475"
"h_OG0001435"	"ENSG00000099940"	"ENSMUSG00000022765"	"ENSMMUG00000020384"
"h_OG0001436"	"ENSG00000257704"	"ENSMUSG00000091811"	"ENSMMUG00000038264"
"h_OG0001437"	"ENSG00000064652"	"ENSMUSG00000024535"	"ENSMMUG00000010650"
"h_OG0001438"	"ENSG00000072422"	"ENSMUSG00000019944"	"ENSMMUG00000021400"
"h_OG0001439"	"ENSG00000143947"	"ENSMUSG00000020460"	"ENSMMUG00000015563"
"h_OG0001440"	"ENSG00000175489"	"ENSMUSG00000049988"	"ENSMMUG00000021181"
"h_OG0001441"	"ENSG00000099937"	"ENSMUSG00000022766"	"ENSMMUG00000022169"
"h_OG0001442"	"ENSG00000131668"	"ENSMUSG00000021381"	"ENSMMUG00000008058"
"h_OG0001443"	"ENSG00000254469"	"ENSMUSG00000099481"	"ENSMMUG00000007325"
"h_OG0001444"	"ENSG00000137409"	"ENSMUSG00000024012"	"ENSMMUG00000021976"
"h_OG0001445"	"ENSG00000166947"	"ENSMUSG00000023216"	"ENSMMUG00000022255"
"h_OG0001446"	"ENSG00000011405"	"ENSMUSG00000030660"	"ENSMMUG00000022548"
"h_OG0001447"	"ENSG00000143921"	"ENSMUSG00000024254"	"ENSMMUG00000008081"
"h_OG0001448"	"ENSG00000174197"	"ENSMUSG00000033943"	"ENSMMUG00000010168"
"h_OG0001449"	"ENSG00000187714"	"ENSMUSG00000100241"	"ENSMMUG00000047299"
"h_OG0001450"	"ENSG00000214087"	"ENSMUSG00000057594"	"ENSMMUG00000045575"
"h_OG0001451"	"ENSG00000064666"	"ENSMUSG00000004665"	"ENSMMUG00000015306"
"h_OG0001452"	"ENSG00000100297"	"ENSMUSG00000005410"	"ENSMMUG00000021054"
"h_OG0001453"	"ENSG00000187533"	"ENSMUSG00000002240"	"ENSMMUG00000022269"
"h_OG0001454"	"ENSG00000131069"	"ENSMUSG00000027605"	"ENSMMUG00000017932"
"h_OG0001455"	"ENSG00000164776"	"ENSMUSG00000025537"	"ENSMMUG00000015276"
"h_OG0001456"	"ENSG00000130559"	"ENSMUSG00000026933"	"ENSMMUG00000021497"
"h_OG0001457"	"ENSG00000145730"	"ENSMUSG00000026335"	"ENSMMUG00000007844"
"h_OG0001458"	"ENSG00000138075"	"ENSMUSG00000040505"	"ENSMMUG00000008080"
"h_OG0001459"	"ENSG00000163029"	"ENSMUSG00000020608"	"ENSMMUG00000012056"
"h_OG0001460"	"ENSG00000149483"	"ENSMUSG00000024666"	"ENSMMUG00000022373"
"h_OG0001461"	"ENSG00000132622"	"ENSMUSG00000074793"	"ENSMMUG00000022077"
"h_OG0001462"	"ENSG00000131771"	"ENSMUSG00000061718"	"ENSMMUG00000001405"
"h_OG0001463"	"ENSG00000047315"	"ENSMUSG00000029250"	"ENSMMUG00000014008"
"h_OG0001464"	"ENSG00000162994"	"ENSMUSG00000020461"	"ENSMMUG00000011346"
"h_OG0001465"	"ENSG00000168938"	"ENSMUSG00000024538"	"ENSMMUG00000010651"
"h_OG0001466"	"ENSG00000005961"	"ENSMUSG00000034664"	"ENSMMUG00000012659"
"h_OG0001467"	"ENSG00000167721"	"ENSMUSG00000038335"	"ENSMMUG00000017519"
"h_OG0001468"	"ENSG00000147872"	"ENSMUSG00000028494"	"ENSMMUG00000013997"
"h_OG0001469"	"ENSG00000106636"	"ENSMUSG00000002741"	"ENSMMUG00000002430"
"h_OG0001470"	"ENSG00000150275"	"ENSMUSG00000052613"	"ENSMMUG00000009794"
"h_OG0001471"	"ENSG00000261371"	"ENSMUSG00000020717"	"ENSMMUG00000011809"
"h_OG0001472"	"ENSG00000119541"	"ENSMUSG00000009907"	"ENSMMUG00000021184"
"h_OG0001473"	"ENSG00000182255"	"ENSMUSG00000042604"	"ENSMMUG00000040097"
"h_OG0001474"	"ENSG00000156127"	"ENSMUSG00000034266"	"ENSMMUG00000003834"
"h_OG0001475"	"ENSG00000141258"	"ENSMUSG00000038351"	"ENSMMUG00000017518"
"h_OG0001476"	"ENSG00000067182"	"ENSMUSG00000030341"	"ENSMMUG00000000377"
"h_OG0001477"	"ENSG00000156486"	"ENSMUSG00000050963"	"ENSMMUG00000010267"
"h_OG0001478"	"ENSG00000093217"	"ENSMUSG00000035769"	"ENSMMUG00000004847"
"h_OG0001479"	"ENSG00000137842"	"ENSMUSG00000054484"	"ENSMMUG00000006507"
"h_OG0001480"	"ENSG00000158816"	"ENSMUSG00000028753"	"ENSMMUG00000006022"
"h_OG0001481"	"ENSG00000152377"	"ENSMUSG00000056222"	"ENSMMUG00000001344"
"h_OG0001482"	"ENSG00000104375"	"ENSMUSG00000022329"	"ENSMMUG00000028952"
"h_OG0001483"	"ENSG00000186118"	"ENSMUSG00000044556"	"ENSMMUG00000004864"
"h_OG0001484"	"ENSG00000131808"	"ENSMUSG00000027120"	"ENSMMUG00000042298"
"h_OG0001485"	"ENSG00000007944"	"ENSMUSG00000038175"	"ENSMMUG00000015474"
"h_OG0001486"	"ENSG00000103544"	"ENSMUSG00000030982"	"ENSMMUG00000013338"
"h_OG0001487"	"ENSG00000140600"	"ENSMUSG00000030638"	"ENSMMUG00000013669"
"h_OG0001488"	"ENSG00000184672"	"ENSMUSG00000039717"	"ENSMMUG00000007115"
"h_OG0001489"	"ENSG00000184564"	"ENSMUSG00000045871"	"ENSMMUG00000016317"
"h_OG0001490"	"ENSG00000149639"	"ENSMUSG00000055485"	"ENSMMUG00000005579"
"h_OG0001491"	"ENSG00000196932"	"ENSMUSG00000060044"	"ENSMMUG00000014529"
"h_OG0001492"	"ENSG00000107611"	"ENSMUSG00000026726"	"ENSMMUG00000016069"
"h_OG0001493"	"ENSG00000188176"	"ENSMUSG00000045667"	"ENSMMUG00000007876"
"h_OG0001494"	"ENSG00000131236"	"ENSMUSG00000028656"	"ENSMMUG00000009188"
"h_OG0001495"	"ENSG00000104613"	"ENSMUSG00000031864"	"ENSMMUG00000011774"
"h_OG0001496"	"ENSG00000137404"	"ENSMUSG00000059791"	"ENSMMUG00000017194"
"h_OG0001497"	"ENSG00000131831"	"ENSMUSG00000043518"	"ENSMMUG00000001433"
"h_OG0001498"	"ENSG00000161179"	"ENSMUSG00000041774"	"ENSMMUG00000018996"
"h_OG0001499"	"ENSG00000112029"	"ENSMUSG00000019773"	"ENSMMUG00000019076"
"h_OG0001500"	"ENSG00000204655"	"ENSMUSG00000076439"	"ENSMMUG00000002967"
"h_OG0001501"	"ENSG00000183111"	"ENSMUSG00000045094"	"ENSMMUG00000017714"
"h_OG0001502"	"ENSG00000148600"	"ENSMUSG00000021803"	"ENSMMUG00000000658"
"h_OG0001503"	"ENSG00000184384"	"ENSMUSG00000031925"	"ENSMMUG00000014806"
"h_OG0001504"	"ENSG00000112877"	"ENSMUSG00000021572"	"ENSMMUG00000003791"
"h_OG0001505"	"ENSG00000121297"	"ENSMUSG00000021217"	"ENSMMUG00000014028"
"h_OG0001506"	"ENSG00000153291"	"ENSMUSG00000023912"	"ENSMMUG00000019250"
"h_OG0001507"	"ENSG00000137198"	"ENSMUSG00000000253"	"ENSMMUG00000002936"
"h_OG0001508"	"ENSG00000169918"	"ENSMUSG00000033510"	"ENSMMUG00000012838"
"h_OG0001509"	"ENSG00000249581"	"ENSMUSG00000049530"	"ENSMMUG00000005731"
"h_OG0001510"	"ENSG00000151276"	"ENSMUSG00000045095"	"ENSMMUG00000017510"
"h_OG0001511"	"ENSG00000160209"	"ENSMUSG00000032788"	"ENSMMUG00000012300"
"h_OG0001512"	"ENSG00000161180"	"ENSMUSG00000022768"	"ENSMMUG00000018799"
"h_OG0001513"	"ENSG00000131462"	"ENSMUSG00000035198"	"ENSMMUG00000016797"
"h_OG0001514"	"ENSG00000163453"	"ENSMUSG00000036256"	"ENSMMUG00000014011"
"h_OG0001515"	"ENSG00000100767"	"ENSMUSG00000021223"	"ENSMMUG00000020195"
"h_OG0001516"	"ENSG00000132970"	"ENSMUSG00000029636"	"ENSMMUG00000005055"
"h_OG0001517"	"ENSG00000170549"	"ENSMUSG00000060969"	"ENSMMUG00000002613"
"h_OG0001518"	"ENSG00000070366"	"ENSMUSG00000038290"	"ENSMMUG00000023161"
"h_OG0001519"	"ENSG00000213672"	"ENSMUSG00000032598"	"ENSMMUG00000014720"
"h_OG0001520"	"ENSG00000144645"	"ENSMUSG00000040875"	"ENSMMUG00000008610"
"h_OG0001521"	"ENSG00000101138"	"ENSMUSG00000027498"	"ENSMMUG00000000072"
"h_OG0001522"	"ENSG00000178295"	"ENSMUSG00000051235"	"ENSMMUG00000012058"
"h_OG0001523"	"ENSG00000141699"	"ENSMUSG00000017802"	"ENSMMUG00000016796"
"h_OG0001524"	"ENSG00000011485"	"ENSMUSG00000003099"	"ENSMMUG00000000217"
"h_OG0001525"	"ENSG00000146070"	"ENSMUSG00000023913"	"ENSMMUG00000019254"
"h_OG0001526"	"ENSG00000121073"	"ENSMUSG00000020873"	"ENSMMUG00000008870"
"h_OG0001527"	"ENSG00000106852"	"ENSMUSG00000026890"	"ENSMMUG00000011453"
"h_OG0001528"	"ENSG00000221914"	"ENSMUSG00000022052"	"ENSMMUG00000041905"
"h_OG0001529"	"ENSG00000129514"	"ENSMUSG00000035451"	"ENSMMUG00000009653"
"h_OG0001530"	"ENSG00000063761"	"ENSMUSG00000021044"	"ENSMMUG00000023627"
"h_OG0001531"	"ENSG00000131067"	"ENSMUSG00000027603"	"ENSMMUG00000017931"
"h_OG0001532"	"ENSG00000137486"	"ENSMUSG00000018909"	"ENSMMUG00000017529"
"h_OG0001533"	"ENSG00000180113"	"ENSMUSG00000040140"	"ENSMMUG00000019252"
"h_OG0001534"	"ENSG00000141985"	"ENSMUSG00000003200"	"ENSMMUG00000000273"
"h_OG0001535"	"ENSG00000139865"	"ENSMUSG00000046782"	"ENSMMUG00000011316"
"h_OG0001536"	"ENSG00000106771"	"ENSMUSG00000055296"	"ENSMMUG00000000695"
"h_OG0001537"	"ENSG00000008300"	"ENSMUSG00000023473"	"ENSMMUG00000014707"
"h_OG0001538"	"ENSG00000126254"	"ENSMUSG00000036733"	"ENSMMUG00000018954"
"h_OG0001539"	"ENSG00000177374"	"ENSMUSG00000043099"	"ENSMMUG00000048710"
"h_OG0001540"	"ENSG00000128228"	"ENSMUSG00000022769"	"ENSMMUG00000018798"
"h_OG0001541"	"ENSG00000119686"	"ENSMUSG00000034258"	"ENSMMUG00000017665"
"h_OG0001542"	"ENSG00000165300"	"ENSMUSG00000033214"	"ENSMMUG00000002854"
"h_OG0001543"	"ENSG00000161905"	"ENSMUSG00000018924"	"ENSMMUG00000030381"
"h_OG0001544"	"ENSG00000181274"	"ENSMUSG00000047604"	"ENSMMUG00000019633"
"h_OG0001545"	"ENSG00000109846"	"ENSMUSG00000032060"	"ENSMMUG00000022133"
"h_OG0001546"	"ENSG00000101457"	"ENSMUSG00000017299"	"ENSMMUG00000021022"
"h_OG0001547"	"ENSG00000178645"	"ENSMUSG00000072473"	"ENSMMUG00000043737"
"h_OG0001548"	"ENSG00000136504"	"ENSMUSG00000038909"	"ENSMMUG00000047550"
"h_OG0001549"	"ENSG00000198125"	"ENSMUSG00000018893"	"ENSMMUG00000005034"
"h_OG0001550"	"ENSG00000173889"	"ENSMUSG00000037652"	"ENSMMUG00000022199"
"h_OG0001551"	"ENSG00000175390"	"ENSMUSG00000031029"	"ENSMMUG00000015010"
"h_OG0001552"	"ENSG00000066382"	"ENSMUSG00000016386"	"ENSMMUG00000017592"
"h_OG0001553"	"ENSG00000103326"	"ENSMUSG00000037326"	"ENSMMUG00000000615"
"h_OG0001554"	"ENSG00000176798"	"ENSMUSG00000080891"	"ENSMMUG00000001067"
"h_OG0001555"	"ENSG00000189067"	"ENSMUSG00000022500"	"ENSMMUG00000008784"
"h_OG0001556"	"ENSG00000100023"	"ENSMUSG00000022771"	"ENSMMUG00000018531"
"h_OG0001557"	"ENSG00000128989"	"ENSMUSG00000007656"	"ENSMMUG00000048644"
"h_OG0001558"	"ENSG00000157542"	"ENSMUSG00000043301"	"ENSMMUG00000018136"
"h_OG0001559"	"ENSG00000162413"	"ENSMUSG00000073700"	"ENSMMUG00000018181"
"h_OG0001560"	"ENSG00000140463"	"ENSMUSG00000025235"	"ENSMMUG00000013685"
"h_OG0001561"	"ENSG00000174628"	"ENSMUSG00000073856"	"ENSMMUG00000002708"
"h_OG0001562"	"ENSG00000196072"	"ENSMUSG00000057506"	"ENSMMUG00000010827"
"h_OG0001563"	"ENSG00000187479"	"ENSMUSG00000087006"	"ENSMMUG00000018464"
"h_OG0001564"	"ENSG00000198863"	"ENSMUSG00000035007"	"ENSMMUG00000008091"
"h_OG0001565"	"ENSG00000146535"	"ENSMUSG00000000149"	"ENSMMUG00000006460"
"h_OG0001566"	"ENSG00000116273"	"ENSMUSG00000047777"	"ENSMMUG00000047133"
"h_OG0001567"	"ENSG00000171815"	"ENSMUSG00000051663"	"ENSMMUG00000014574"
"h_OG0001568"	"ENSG00000127241"	"ENSMUSG00000022887"	"ENSMMUG00000013004"
"h_OG0001569"	"ENSG00000205495"	"ENSMUSG00000073956"	"ENSMMUG00000001070"
"h_OG0001570"	"ENSG00000182923"	"ENSMUSG00000032534"	"ENSMMUG00000012752"
"h_OG0001571"	"ENSG00000118369"	"ENSMUSG00000035713"	"ENSMMUG00000017476"
"h_OG0001572"	"ENSG00000177058"	"ENSMUSG00000047789"	"ENSMMUG00000010466"
"h_OG0001573"	"ENSG00000108039"	"ENSMUSG00000025027"	"ENSMMUG00000015117"
"h_OG0001574"	"ENSG00000130511"	"ENSMUSG00000070003"	"ENSMMUG00000021182"
"h_OG0001575"	"ENSG00000156453"	"ENSMUSG00000051375"	"ENSMMUG00000008710"
"h_OG0001576"	"ENSG00000112297"	"ENSMUSG00000019866"	"ENSMMUG00000008120"
"h_OG0001577"	"ENSG00000102098"	"ENSMUSG00000000037"	"ENSMMUG00000005084"
"h_OG0001578"	"ENSG00000076928"	"ENSMUSG00000040940"	"ENSMMUG00000022305"
"h_OG0001579"	"ENSG00000156170"	"ENSMUSG00000050323"	"ENSMMUG00000014802"
"h_OG0001580"	"ENSG00000103550"	"ENSMUSG00000030980"	"ENSMMUG00000002707"
"h_OG0001581"	"ENSG00000154330"	"ENSMUSG00000041731"	"ENSMMUG00000008230"
"h_OG0001582"	"ENSG00000167191"	"ENSMUSG00000008734"	"ENSMMUG00000002709"
"h_OG0001583"	"ENSG00000137809"	"ENSMUSG00000032243"	"ENSMMUG00000004026"
"h_OG0001584"	"ENSG00000130347"	"ENSMUSG00000019864"	"ENSMMUG00000008121"
"h_OG0001585"	"ENSG00000069020"	"ENSMUSG00000034751"	"ENSMMUG00000005357"
"h_OG0001586"	"ENSG00000149231"	"ENSMUSG00000079084"	"ENSMMUG00000007999"
"h_OG0001587"	"ENSG00000181449"	"ENSMUSG00000074637"	"ENSMMUG00000046147"
"h_OG0001588"	"ENSG00000205981"	"ENSMUSG00000027679"	"ENSMMUG00000012104"
"h_OG0001589"	"ENSG00000153066"	"ENSMUSG00000022498"	"ENSMMUG00000014240"
"h_OG0001590"	"ENSG00000168685"	"ENSMUSG00000003882"	"ENSMMUG00000001676"
"h_OG0001591"	"ENSG00000131469"	"ENSMUSG00000063316"	"ENSMMUG00000008090"
"h_OG0001592"	"ENSG00000126216"	"ENSMUSG00000000759"	"ENSMMUG00000013617"
"h_OG0001593"	"ENSG00000182858"	"ENSMUSG00000035845"	"ENSMMUG00000011273"
"h_OG0001594"	"ENSG00000136931"	"ENSMUSG00000026751"	"ENSMMUG00000014111"
"h_OG0001595"	"ENSG00000147642"	"ENSMUSG00000022340"	"ENSMMUG00000016187"
"h_OG0001596"	"ENSG00000106346"	"ENSMUSG00000051306"	"ENSMMUG00000020321"
"h_OG0001597"	"ENSG00000184602"	"ENSMUSG00000037972"	"ENSMMUG00000014239"
"h_OG0001598"	"ENSG00000002746"	"ENSMUSG00000021301"	"ENSMMUG00000019015"
"h_OG0001599"	"ENSG00000138160"	"ENSMUSG00000012443"	"ENSMMUG00000023266"
"h_OG0001600"	"ENSG00000100027"	"ENSMUSG00000022773"	"ENSMMUG00000046199"
"h_OG0001601"	"ENSG00000184164"	"ENSMUSG00000023272"	"ENSMMUG00000011278"
"h_OG0001602"	"ENSG00000083099"	"ENSMUSG00000045854"	"ENSMMUG00000003463"
"h_OG0001603"	"ENSG00000105655"	"ENSMUSG00000019139"	"ENSMMUG00000021183"
"h_OG0001604"	"ENSG00000121769"	"ENSMUSG00000028773"	"ENSMMUG00000020987"
"h_OG0001605"	"ENSG00000189283"	"ENSMUSG00000060579"	"ENSMMUG00000012832"
"h_OG0001606"	"ENSG00000187288"	"ENSMUSG00000030278"	"ENSMMUG00000010350"
"h_OG0001607"	"ENSG00000133935"	"ENSMUSG00000021252"	"ENSMMUG00000012064"
"h_OG0001608"	"ENSG00000206075"	"ENSMUSG00000067006"	"ENSMMUG00000014182"
"h_OG0001609"	"ENSG00000138709"	"ENSMUSG00000025762"	"ENSMMUG00000021347"
"h_OG0001610"	"ENSG00000175305"	"ENSMUSG00000028212"	"ENSMMUG00000005358"
"h_OG0001611"	"ENSG00000137393"	"ENSMUSG00000038068"	"ENSMMUG00000045541"
"h_OG0001612"	"ENSG00000119699"	"ENSMUSG00000021253"	"ENSMMUG00000012069"
"h_OG0001613"	"ENSG00000135299"	"ENSMUSG00000040183"	"ENSMMUG00000003462"
"h_OG0001614"	"ENSG00000160233"	"ENSMUSG00000051652"	"ENSMMUG00000041441"
"h_OG0001615"	"ENSG00000138867"	"ENSMUSG00000033416"	"ENSMMUG00000000263"
"h_OG0001616"	"ENSG00000091640"	"ENSMUSG00000018287"	"ENSMMUG00000001352"
"h_OG0001617"	"ENSG00000168528"	"ENSMUSG00000023232"	"ENSMMUG00000013188"
"h_OG0001618"	"ENSG00000129055"	"ENSMUSG00000035048"	"ENSMMUG00000012750"
"h_OG0001619"	"ENSG00000260230"	"ENSMUSG00000045589"	"ENSMMUG00000017514"
"h_OG0001620"	"ENSG00000141458"	"ENSMUSG00000024413"	"ENSMMUG00000021484"
"h_OG0001621"	"ENSG00000123136"	"ENSMUSG00000005481"	"ENSMMUG00000005723"
"h_OG0001622"	"ENSG00000121104"	"ENSMUSG00000038893"	"ENSMMUG00000019436"
"h_OG0001623"	"ENSG00000119650"	"ENSMUSG00000007867"	"ENSMMUG00000012070"
"h_OG0001624"	"ENSG00000170509"	"ENSMUSG00000034528"	"ENSMMUG00000019040"
"h_OG0001625"	"ENSG00000133401"	"ENSMUSG00000022197"	"ENSMMUG00000013954"
"h_OG0001626"	"ENSG00000152670"	"ENSMUSG00000021758"	"ENSMMUG00000017386"
"h_OG0001627"	"ENSG00000198189"	"ENSMUSG00000029311"	"ENSMMUG00000019041"
"h_OG0001628"	"ENSG00000113248"	"ENSMUSG00000073591"	"ENSMMUG00000021941"
"h_OG0001629"	"ENSG00000176896"	"ENSMUSG00000051224"	"ENSMMUG00000022616"
"h_OG0001630"	"ENSG00000033327"	"ENSMUSG00000004508"	"ENSMMUG00000017477"
"h_OG0001631"	"ENSG00000173838"	"ENSMUSG00000078627"	"ENSMMUG00000002168"
"h_OG0001632"	"ENSG00000133119"	"ENSMUSG00000033970"	"ENSMMUG00000003371"
"h_OG0001633"	"ENSG00000166272"	"ENSMUSG00000047731"	"ENSMMUG00000017596"
"h_OG0001634"	"ENSG00000100731"	"ENSMUSG00000021140"	"ENSMMUG00000019470"
"h_OG0001635"	"ENSG00000100312"	"ENSMUSG00000022622"	"ENSMMUG00000005592"
"h_OG0001636"	"ENSG00000119048"	"ENSMUSG00000020390"	"ENSMMUG00000016641"
"h_OG0001637"	"ENSG00000164941"	"ENSMUSG00000040738"	"ENSMMUG00000005356"
"h_OG0001638"	"ENSG00000274211"	"ENSMUSG00000038485"	"ENSMMUG00000020531"
"h_OG0001639"	"ENSG00000148795"	"ENSMUSG00000003555"	"ENSMMUG00000017601"
"h_OG0001640"	"ENSG00000120327"	"ENSMUSG00000046191"	"ENSMMUG00000019524"
"h_OG0001641"	"ENSG00000141452"	"ENSMUSG00000024410"	"ENSMMUG00000021480"
"h_OG0001642"	"ENSG00000167900"	"ENSMUSG00000025574"	"ENSMMUG00000021867"
"h_OG0001643"	"ENSG00000168994"	"ENSMUSG00000021411"	"ENSMMUG00000010926"
"h_OG0001644"	"ENSG00000137513"	"ENSMUSG00000018995"	"ENSMMUG00000004649"
"h_OG0001645"	"ENSG00000239642"	"ENSMUSG00000020332"	"ENSMMUG00000042358"
"h_OG0001646"	"ENSG00000124788"	"ENSMUSG00000046876"	"ENSMMUG00000002940"
"h_OG0001647"	"ENSG00000121039"	"ENSMUSG00000025921"	"ENSMMUG00000005143"
"h_OG0001648"	"ENSG00000175445"	"ENSMUSG00000015568"	"ENSMMUG00000004712"
"h_OG0001649"	"ENSG00000164920"	"ENSMUSG00000022330"	"ENSMMUG00000022185"
"h_OG0001650"	"ENSG00000101342"	"ENSMUSG00000074628"	"ENSMMUG00000002089"
"h_OG0001651"	"ENSG00000137522"	"ENSMUSG00000070426"	"ENSMMUG00000007326"
"h_OG0001652"	"ENSG00000157551"	"ENSMUSG00000062609"	"ENSMMUG00000016789"
"h_OG0001653"	"ENSG00000130303"	"ENSMUSG00000046718"	"ENSMMUG00000005829"
"h_OG0001654"	"ENSG00000101347"	"ENSMUSG00000027639"	"ENSMMUG00000002091"
